,Customer_Number,Offer_Accepted,Reward,Mailer_Type,Income_Level,Bank_Accounts_Open,Overdraft_Protection,Credit_Rating,Credit_Cards_Held,Homes_Owned,Household_Size,Own_Your_Home,Q1,Q2,Q3,Q4,Balance
14,-1.7292601288988498,0,0,0,0,-0.54136244817262,1,2,0.12108448455364827,-0.4760997237045555,-1.3454141380506914,0,0.1097191760713723,1.299586702825169,1.069528961665184,-0.5946782348314981,-1.2111308978421969
15,-1.7290676681165573,0,1,1,1,1.5750542991468819,1,1,-1.1336073044395085,-0.4760997237045555,0.4496349017013115,1,0.8801276863593319,-0.5539098944008257,0.3561548169154278,-0.13614633048650288,2.4533219104218316
16,-1.7288752073342646,0,2,1,1,1.5750542991468819,1,0,0.12108448455364827,-0.4760997237045555,0.4496349017013115,1,0.7606626304294529,-1.0302003963012338,1.1507438642982333,1.8139735472811447,0.1709015737394794
17,-1.728682746551972,0,1,1,2,-0.54136244817262,1,2,-1.1336073044395085,-0.4760997237045555,0.4496349017013115,0,0.2884464251003251,1.5595282987775951,0.15202006164857443,-0.2557633490112842,-0.7438637423009279
18,-1.7284902857696796,0,0,0,2,-0.54136244817262,1,0,0.12108448455364827,-0.4760997237045555,1.3471594215773128,1,0.39003875612730876,-0.2358447117758075,-0.003824751512141565,-0.21770338857158109,1.5385565943814243
19,-1.728297824987387,0,1,1,1,-0.54136244817262,1,0,0.12108448455364827,-0.4760997237045555,0.4496349017013115,1,0.7230358411601997,0.522991003116368,0.22664997217624122,0.6921109038441802,0.23919446570320332
20,-1.7281053642050943,0,1,0,2,-0.54136244817262,1,2,0.12108448455364827,1.8639655212321706,-0.4478896181746899,1,-0.6446979487771547,-0.306884651042309,-1.2988731989040068,0.33144746920127877,0.15652412279974806
21,-1.7279129034228018,0,0,0,0,-0.54136244817262,1,0,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,1,0.08996511170501435,1.5595282987775951,1.5765733537796263,0.8443507456029928,1.9896491176154953
22,-1.7277204426405093,0,2,1,0,-0.54136244817262,1,0,1.375776273546805,-0.4760997237045555,1.3471594215773128,0,-1.1046854475937753,-0.31657191548774105,-0.9981585594248787,-0.5221830720892063,-0.11125590095274838
23,-1.7275279818582165,0,0,0,1,-0.54136244817262,1,2,0.12108448455364827,-0.4760997237045555,0.4496349017013115,1,0.13229524963292422,1.289899438379737,0.1937250116493294,-0.5602430325289095,-0.47428653718096503
24,-1.727335521075924,0,0,1,2,-0.54136244817262,0,0,1.375776273546805,1.8639655212321706,1.3471594215773128,1,0.5537152894485603,1.6483282228607221,0.21567498533393728,-0.21770338857158109,-0.4257626402593717
25,-1.7271430602936315,0,2,1,1,1.5750542991468819,1,2,1.375776273546805,1.8639655212321706,-2.242938657926693,1,-0.3991831487952775,-1.073793086305678,-0.4011192752035443,0.24082851577341413,0.834061498334588
26,-1.7269505995113388,1,2,0,2,-0.54136244817262,1,2,-1.1336073044395085,-0.4760997237045555,-1.3454141380506914,0,-0.8036711334397496,-1.3821710044852642,-1.0618134831102417,0.2951998878301329,0.8915713020935134
27,-1.7267581387290463,0,0,1,2,-0.54136244817262,0,2,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,1,-1.0313132085187315,-0.5797425995886445,-0.2913694067805049,-0.4551250465525865,-0.3233233023137858
28,-1.7265656779467538,0,1,1,0,-0.54136244817262,1,1,-1.1336073044395085,-0.4760997237045555,-2.242938657926693,1,-1.1028041081303126,-0.36016460549218515,-0.9762085857402709,-0.19957959788600815,-0.397007738379909
29,-1.726373217164461,0,1,0,2,-0.54136244817262,1,0,0.12108448455364827,-0.4760997237045555,-0.4478896181746899,0,-0.45091998404050065,0.6392381764615525,0.18494502217548625,-0.7414809393846389,-0.6773680317046704
30,-1.7261807563821685,0,0,1,1,1.5750542991468819,1,2,-1.1336073044395085,-0.4760997237045555,1.3471594215773128,1,-0.9410089142725239,-0.20839746251375005,-0.6930539252088291,-0.8755969904578785,0.1816846619442779
31,-1.725988295599876,0,1,1,1,-0.54136244817262,1,0,0.12108448455364827,1.8639655212321706,0.4496349017013115,0,-0.7980271150493616,-1.3369637704065813,-1.1913183278494281,0.4764377946858622,0.7783488759431291
32,-1.7257958348175835,0,2,1,1,3.691471046466384,1,1,-1.1336073044395085,-0.4760997237045555,0.4496349017013115,1,-1.217565815401535,-0.3149573714135024,-0.8181687752110941,-0.5348697255691074,-0.4635034489761665
33,-1.7256033740352907,0,2,0,2,-0.54136244817262,1,2,0.12108448455364827,-0.4760997237045555,-1.3454141380506914,0,1.0343975223632702,1.2963576146766917,1.1683038432459196,0.4329406970404872,-0.5407822477772225
34,-1.7254109132529982,0,1,0,0,-0.54136244817262,1,0,0.12108448455364827,-0.4760997237045555,0.4496349017013115,1,-0.4057678369173968,0.13711496937332562,-0.6711039515242213,-0.17239391185764874,0.1044058631432219
35,-1.7252184524707057,0,2,1,2,1.5750542991468819,1,1,0.12108448455364827,1.8639655212321706,-1.3454141380506914,1,-1.1564222828389985,-0.49255721957975623,-0.8049987910003293,-0.8429741672238472,0.14574103459494953
36,-1.725025991688413,0,2,1,2,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,0.4496349017013115,0,0.42390286646963665,1.5433828580352085,0.8083242748183502,-0.6345505743397585,-0.6288441347830771
37,-1.7248335309061205,0,2,1,0,-0.54136244817262,1,2,-1.1336073044395085,1.8639655212321706,4.039732981205317,0,1.1359898533902537,-1.136760305200986,1.0980639274551742,0.91322115020817,1.9429224020613685
38,-1.724641070123828,0,2,1,1,-0.54136244817262,0,1,0.12108448455364827,-0.4760997237045555,-0.4478896181746899,1,0.36181866417536884,1.4884883595110936,0.04885518533091736,-0.5022469023350761,-0.1957234252236701
39,-1.7244486093415352,0,2,0,1,-0.54136244817262,0,0,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,1,0.5142071607158444,0.16456221863538303,0.3276198511254375,0.42206642262914346,0.42430414655224447
40,-1.7242561485592427,0,2,0,0,-0.54136244817262,1,1,1.375776273546805,-0.4760997237045555,-0.4478896181746899,1,0.08996511170501435,-0.9204113992530042,-2.135167196287567,-1.7147284991999052,-1.0457902120352862
41,-1.7240636877769502,0,0,1,2,-0.54136244817262,1,1,-1.1336073044395085,-0.4760997237045555,0.4496349017013115,0,-0.5581563334578723,-1.1706657307599981,-0.2869794120435833,0.8371012293287636,-0.0465573717239573
42,-1.7238712269946574,0,2,0,0,1.5750542991468819,1,1,1.375776273546805,-0.4760997237045555,-0.4478896181746899,1,0.23200624119644525,-0.2794374017802516,0.5558995774453596,0.3459465017497371,0.267949367582666
43,-1.723678766212365,0,1,1,2,-0.54136244817262,1,2,0.12108448455364827,-0.4760997237045555,-1.3454141380506914,0,-0.5431056177501711,0.14034405752180296,-0.19478952256823018,-0.9734654601599724,0.24278882843813615
44,-1.7234863054300724,1,2,1,0,-0.54136244817262,0,2,0.12108448455364827,-0.4760997237045555,1.3471594215773128,1,-0.4960721311636045,-1.136760305200986,-1.1671733567963596,1.2738845848510714,0.3218648086066586
45,-1.72329384464778,0,2,0,2,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,2.244683941453314,1,0.2150741860252813,-0.5426080858811551,-0.19259452519976938,0.8280393339859772,0.6633292684252782
46,-1.7231013838654872,0,2,0,1,-0.54136244817262,0,0,0.12108448455364827,-0.4760997237045555,-0.4478896181746899,0,0.014711533166507921,-0.27459376955753556,-1.2286332831132616,0.3604455342981955,1.2941399284059913
47,-1.7229089230831947,0,2,1,2,-0.54136244817262,1,2,-1.1336073044395085,1.8639655212321706,-0.4478896181746899,0,-0.6061304897761701,-0.18740838954864733,-0.1684495541467007,-0.5149335558149771,0.010952432034968108
48,-1.7227164623009021,0,1,0,2,1.5750542991468819,0,0,-1.1336073044395085,-0.4760997237045555,1.3471594215773128,1,-1.2514299257438628,-0.3569355173437078,-0.600864035733476,-0.9571540485429567,-0.24065295941033055
49,-1.7225240015186094,1,2,1,1,-0.54136244817262,1,0,0.12108448455364827,-0.4760997237045555,-1.3454141380506914,1,-0.1931764775461161,1.0105833135364468,0.5119996300761438,-0.804914206784144,-0.8031707274273197
50,-1.722331540736317,0,0,0,2,-0.54136244817262,1,1,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,1,0.018474212093433244,1.732284514721133,0.28152490638776095,-0.8266627556068317,-0.9918747710112937
51,-1.7221390799540244,0,1,0,2,-0.54136244817262,1,1,-1.1336073044395085,-0.4760997237045555,0.4496349017013115,0,0.6110961430841714,-1.1496766577948956,1.4756034748304299,0.9639677641277742,0.5950363764615543
52,-1.7219466191717316,0,1,1,2,3.691471046466384,1,2,-1.1336073044395085,-0.4760997237045555,0.4496349017013115,0,0.6750616848419019,-0.3585500614179465,0.7293043695537618,1.6508594311109883,-0.23346423394046487
53,-1.7217541583894391,0,2,1,2,-0.54136244817262,1,0,0.12108448455364827,1.8639655212321706,-0.4478896181746899,1,-0.10851620169029637,0.6489254409069845,0.6897944169214676,-0.17964342813187792,-1.0044550405835586
54,-1.7215616976071466,0,1,1,0,-0.54136244817262,1,1,2.6304680625399617,1.8639655212321706,1.3471594215773128,1,1.1971333859527904,1.7984808217649184,1.7499781458880286,0.1683333530311224,-1.0026578592160922
55,-1.721369236824854,0,0,0,2,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,0.4496349017013115,1,0.6233248495966788,-0.09699392139128174,1.2297637695628216,1.3065074080851027,-0.6917454826444017
56,-1.7211767760425614,1,2,1,1,-0.54136244817262,1,1,-1.1336073044395085,-0.4760997237045555,-1.3454141380506914,1,0.7888827223813929,1.4158338761703533,-0.19917951730515174,0.5471205783595967,-0.13641644009727824
57,-1.7209843152602688,0,0,1,2,-0.54136244817262,1,0,0.12108448455364827,4.204030766168897,-1.3454141380506914,1,0.7992300894304375,-1.0302003963012338,0.40005476428464354,0.8153526805060761,1.8494689709531147
58,-1.7207918544779763,0,2,1,2,-0.54136244817262,1,0,0.12108448455364827,-0.4760997237045555,-0.4478896181746899,1,1.3862080020307876,-0.2503756084439555,0.6436994721837911,1.259385552302613,1.4630749769478346
59,-1.7205993936956836,0,0,1,2,1.5750542991468819,1,0,-1.1336073044395085,-0.4760997237045555,0.4496349017013115,0,0.2978531224176384,-0.7751024325715237,-0.021384730459827875,1.4243120475413267,0.34882252911865486
60,-1.720406932913391,0,0,0,2,-0.54136244817262,1,0,0.12108448455364827,-0.4760997237045555,-1.3454141380506914,1,0.6176808312062907,2.064880594014299,-0.06308968046058286,0.5815557806621853,-1.3315420494624468
61,-1.7202144721310986,0,0,0,2,-0.54136244817262,1,2,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,1,1.2244128081729988,0.8636598027807277,0.5119996300761438,-0.07271306308699761,1.3426638253275847
62,-1.7200220113488058,0,0,1,2,1.5750542991468819,1,0,0.12108448455364827,-0.4760997237045555,-1.3454141380506914,0,-2.333200117234893,-0.85260054813498,-1.8498175383876647,-1.0840205833419672,-0.6072779583734801
63,-1.7198295505665133,0,0,0,2,-0.54136244817262,1,2,-1.1336073044395085,1.8639655212321706,0.4496349017013115,1,-0.20164250513169807,-0.9187968551787654,-0.2650294383589754,0.9095963920710554,0.26435500484773317
64,-1.7196370897842208,0,0,1,1,-0.54136244817262,1,2,0.12108448455364827,-0.4760997237045555,-1.3454141380506914,0,-0.9974490981764036,-0.29881193067111567,-0.2891744094120441,-0.5910534766943835,-0.43834290983163665
65,-1.719444629001928,0,0,0,0,-0.54136244817262,1,0,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,1,0.7907640618448556,0.8862634198200692,-0.6491539778396134,0.003406857792408705,1.3642300017371816
66,-1.7192521682196356,0,2,0,2,-0.54136244817262,1,1,1.375776273546805,-0.4760997237045555,-1.3454141380506914,1,-0.09534682544605774,-0.758956991829137,-0.6645189594188389,-0.2702623815597426,1.7865676230917902
67,-1.719059707437343,0,1,1,2,1.5750542991468819,1,2,0.12108448455364827,-0.4760997237045555,0.4496349017013115,0,0.2517603055628032,-0.27136468140905823,0.4351747221800161,1.315569303427889,-0.5659427869217524
68,-1.7188672466550505,0,1,1,2,1.5750542991468819,1,0,0.12108448455364827,-0.4760997237045555,1.3471594215773128,1,1.0663802932421353,-0.4037572954966293,0.3473748274415846,0.1991437971965964,2.3167361264943835
69,-1.7186747858727578,0,2,1,2,-0.54136244817262,1,0,2.6304680625399617,-0.4760997237045555,-1.3454141380506914,1,0.533020555350471,-1.1141566881616447,0.22225997743931966,1.6272985032197436,0.7747545132081962
70,-1.7184823250904653,0,2,0,0,3.691471046466384,1,0,0.12108448455364827,1.8639655212321706,-2.242938657926693,0,0.2884464251003251,-0.9962949707422217,1.7016882037818912,1.0038401036360345,-0.41677673342203964
71,-1.7182898643081728,0,0,1,2,-0.54136244817262,1,0,-1.1336073044395085,-0.4760997237045555,-2.242938657926693,0,0.11724453392522294,-0.31172828326502505,0.6371144800784087,0.728358485215326,-0.3610641110305806
72,-1.71809740352588,0,2,0,1,-0.54136244817262,1,0,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,1,-0.34556497408659165,1.1688086328118366,0.044465190593995785,-0.7722913835501128,-0.919987516312637
73,-1.7179049427435875,1,0,1,0,-0.54136244817262,1,2,0.12108448455364827,1.8639655212321706,1.3471594215773128,1,1.3034290656384306,0.263049407163942,0.28152490638776095,1.018339136184493,1.2689793892614614
74,-1.717712481961295,0,2,0,2,-0.54136244817262,1,1,1.375776273546805,1.8639655212321706,0.4496349017013115,0,0.15204931399928218,0.522991003116368,0.7753993142914384,0.21183045067649744,-0.8247369038369168
75,-1.7175200211790023,1,0,1,2,-0.54136244817262,1,2,-1.1336073044395085,-0.4760997237045555,1.3471594215773128,1,-0.28065876259712985,-1.0899385270480646,-1.2396082699555655,0.48731206909720604,1.52058478070676
76,-1.7173275603967098,0,0,0,0,-0.54136244817262,1,2,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,1,-0.9466529326629118,-0.5490662621781097,-0.46916419362582873,-0.5638677906660241,0.057679147589095
77,-1.7171350996144172,0,1,1,1,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,-1.3454141380506914,0,-0.7133668391935418,-0.4602663380949828,-0.1508895751990144,-0.33007089082213326,-0.08789254317568494
78,-1.7169426388321245,0,0,1,2,1.5750542991468819,1,2,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,1,0.08996511170501435,1.1300595750301086,1.640228277464989,1.6871070124821341,1.446900344640637
79,-1.716750178049832,0,0,1,2,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,0.4496349017013115,1,-0.047372669127759885,1.2350049398556222,0.29030489586160413,-0.8339122718810608,-0.564145605554286
80,-1.7165577172675395,0,0,0,0,-0.54136244817262,1,2,0.12108448455364827,-0.4760997237045555,0.4496349017013115,1,0.04575363431364183,-0.400528207348152,0.38468978270541804,1.0799600245154408,-0.5407822477772225
81,-1.716365256485247,0,1,1,2,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,-0.4478896181746899,1,-0.29759081776829377,0.9056379487109332,0.8390542379768012,-0.7904151742356857,-1.1679985450230028
82,-1.7161727957029542,0,0,1,0,1.5750542991468819,1,0,-1.1336073044395085,-0.4760997237045555,1.3471594215773128,1,0.547130601326441,0.09513682344312016,0.22884496954470201,0.2553275483218725,0.8106981405575245
83,-1.7159803349206617,0,2,1,2,3.691471046466384,1,1,0.12108448455364827,-0.4760997237045555,-0.4478896181746899,1,0.45024161895811393,-1.146447569646418,1.548038387989636,1.475058661460931,-0.2819881308620582
84,-1.7157878741383692,0,0,1,2,-0.54136244817262,1,0,-1.1336073044395085,-0.4760997237045555,0.4496349017013115,1,-0.025737265297939287,-0.9333277518469135,1.2956136906166453,0.6033043294848728,-0.3574697482956478
85,-1.7155954133560765,0,2,0,2,1.5750542991468819,1,0,0.12108448455364827,-0.4760997237045555,1.3471594215773128,1,-0.5393429388232457,-0.34401916474979843,-0.21454449888437727,-0.2883861722453155,0.12597203955281894
86,-1.715402952573784,0,1,1,2,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,0.4496349017013115,0,1.1660912848056564,-0.6007316725537472,-0.3791693015189364,1.2575731732340556,2.271806592307723
87,-1.7152104917914914,0,0,1,2,1.5750542991468819,1,0,0.12108448455364827,-0.4760997237045555,1.3471594215773128,1,-0.6155371870934835,-0.9510877366635389,0.0817801458578292,0.42206642262914346,-0.2909740376993903
88,-1.7150180310091987,0,2,1,2,1.5750542991468819,1,2,0.12108448455364827,1.8639655212321706,-0.4478896181746899,1,0.41919951781098,1.5401537698867311,0.9685590827159878,-0.2557633490112842,-1.1410408245110064
89,-1.7148255702269062,0,1,1,1,-0.54136244817262,0,2,-1.1336073044395085,-0.4760997237045555,-1.3454141380506914,1,0.9939487238988229,-0.24714652029547818,-1.2044883120601928,1.3173816824964464,2.1657728916272045
90,-1.7146331094446137,0,2,0,2,-0.54136244817262,1,0,1.375776273546805,-0.4760997237045555,-0.4478896181746899,1,0.08996511170501435,-1.1545202900176115,-1.92005745417841,-1.5425524876869625,-1.1679985450230028
91,-1.714440648662321,0,0,0,2,-0.54136244817262,1,0,1.375776273546805,-0.4760997237045555,-1.3454141380506914,1,0.6082741338889774,-0.4425063532783574,0.6063845169199577,0.6594880806101489,0.8160896846599238
92,-1.7142481878800284,0,2,0,1,-0.54136244817262,1,1,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,0,-0.27595541393847317,1.0089687694622083,0.8456392300821836,-0.9644035648171859,-1.074545113914749
93,-1.714055727097736,0,0,1,2,-0.54136244817262,0,2,1.375776273546805,-0.4760997237045555,-0.4478896181746899,1,-0.025737265297939287,-1.1674366426115208,-0.6908589278403684,0.37131980870953923,1.7596099025797938
94,-1.7138632663154434,0,1,1,1,1.5750542991468819,1,1,0.12108448455364827,4.204030766168897,0.4496349017013115,1,-0.9109074828571212,-0.6071898488507019,-0.25405445151667144,-0.3771927466046229,-0.17056288607914022
95,-1.7136708055331507,0,2,1,1,-0.54136244817262,1,1,-1.1336073044395085,-0.4760997237045555,-1.3454141380506914,1,1.3570472403471165,-0.05501577546107628,1.6380332800965283,0.9005344967282689,0.7316221603890022
96,-1.7134783447508581,1,1,0,1,1.5750542991468819,1,2,1.375776273546805,-0.4760997237045555,-0.4478896181746899,1,1.7737639315040958,0.5875727660859149,0.9070991563990857,1.444248217295457,0.8718023070513828
97,-1.7132858839685656,0,2,0,2,-0.54136244817262,1,1,-1.1336073044395085,-0.4760997237045555,0.4496349017013115,0,0.08996511170501435,1.4206775083930694,2.1845876248432647,1.0419000640757377,1.7182747311280662
98,-1.713093423186273,0,1,0,1,1.5750542991468819,0,1,-1.1336073044395085,-0.4760997237045555,-0.4478896181746899,1,0.7625439698929156,-0.85260054813498,0.6458944695522518,2.069518995947723,0.13675512775761745
99,-1.7129009624039804,0,0,0,1,-0.54136244817262,1,0,0.12108448455364827,-0.4760997237045555,-0.4478896181746899,1,0.8566109430660487,-0.513546292544859,-0.15966956467285756,0.20095617626515366,2.451524729054365
100,-1.7127085016216879,1,1,1,0,-0.54136244817262,0,2,-1.1336073044395085,-0.4760997237045555,4.9372575010813184,0,0.08996511170501435,-1.3983164452276509,-1.9749323883899297,-1.0640844135878371,-1.365688495444309
101,-1.7125160408393951,0,0,0,1,-0.54136244817262,0,0,-1.1336073044395085,-0.4760997237045555,-1.3454141380506914,1,0.19061677300026672,1.7306699706468942,0.042270193225535,-0.19414246068033625,-1.092516927589413
102,-1.7123235800571026,0,0,0,0,1.5750542991468819,1,2,0.12108448455364827,-0.4760997237045555,1.3471594215773128,1,-0.0755927610796998,-1.0867094388995873,-0.071869669934426,0.7609813084493573,0.6813010820999424
103,-1.71213111927481,0,0,1,2,-0.54136244817262,1,0,0.12108448455364827,4.204030766168897,1.3471594215773128,1,0.16051534158486414,0.5649691490465736,-0.6974439199457507,0.7827298572720448,-0.21549242026580068
104,-1.7119386584925174,0,1,0,1,-0.54136244817262,1,0,-1.1336073044395085,-0.4760997237045555,1.3471594215773128,1,0.3335985722234289,0.7086635716538153,-1.088153451531771,1.2630103104397274,-0.20111496932606934
105,-1.7117461977102248,0,0,0,1,-0.54136244817262,1,2,0.12108448455364827,1.8639655212321706,-0.4478896181746899,1,0.21225217683008732,1.653171855083438,0.1739700353331823,-0.41525270704432604,-0.8534918057163794
106,-1.7115537369279323,0,2,1,2,-0.54136244817262,1,2,1.375776273546805,-0.4760997237045555,-0.4478896181746899,1,-0.014449228517163322,1.4965610798822868,0.49663464849691824,-0.4279393605242271,-1.3638913140768425
107,-1.7113612761456398,0,1,1,0,-0.54136244817262,1,0,0.12108448455364827,-0.4760997237045555,-2.242938657926693,1,-0.2919467993779058,1.0138124016849241,0.7336943642906834,-0.8991579183491234,-1.083531020752081
108,-1.711168815363347,0,0,0,0,-0.54136244817262,0,1,0.12108448455364827,-0.4760997237045555,1.3471594215773128,1,-0.22233723922978735,0.979906976125912,1.0936739327182528,-0.661736260368118,-1.4429672942453649
109,-1.7109763545810546,0,0,1,1,-0.54136244817262,1,2,-1.1336073044395085,-0.4760997237045555,-1.3454141380506914,1,0.2959717829541757,1.5336955935897763,0.4220047379692514,-0.21407863043446648,-0.963119869131831
110,-1.710783893798762,0,1,1,2,-0.54136244817262,0,1,1.375776273546805,1.8639655212321706,-2.242938657926693,0,-0.6268252238742594,-0.08084848064889502,-0.9213336515287512,-0.12164729793804453,0.07924532399869204
111,-1.7105914330164693,1,2,0,0,-0.54136244817262,0,0,0.12108448455364827,-0.4760997237045555,1.3471594215773128,1,0.37404737068787614,1.5821319158169365,0.8917341748198602,-0.08177495842978408,-1.383660309118973
112,-1.7103989722341768,0,0,1,2,1.5750542991468819,1,2,-1.1336073044395085,-0.4760997237045555,0.4496349017013115,1,-0.20634585379035472,1.3883866269082958,0.2749399142823786,-1.058647276382165,-0.8031707274273197
113,-1.7102065114518843,0,1,1,0,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,-0.4478896181746899,1,1.558350562937621,1.4432811254324107,1.6051083195696165,0.4148169063549143,-0.04296300898902446
114,-1.7100140506695916,0,1,1,1,1.5750542991468819,1,2,-1.1336073044395085,1.8639655212321706,1.3471594215773128,0,0.1934387821954607,1.0557905476151297,0.9751440748213701,-0.3790051256731802,-0.9163931535777041
115,-1.709821589887299,0,2,1,2,-0.54136244817262,1,2,0.12108448455364827,-0.4760997237045555,1.3471594215773128,1,-0.9203141801744346,-0.33433190030436644,-0.5789140620488682,-0.3808175047417375,-0.22268114573566636
116,-1.7096291291050065,0,0,1,0,-0.54136244817262,1,0,0.12108448455364827,-0.4760997237045555,0.4496349017013115,1,1.0099401093382556,0.10805317603702953,1.236348761668204,1.228575108137139,-0.10945871958528197
117,-1.7094366683227138,0,1,1,1,-0.54136244817262,1,0,-1.1336073044395085,-0.4760997237045555,1.3471594215773128,1,0.6421382442313053,-0.6297934658900433,1.1002589248236352,1.2140760755886806,0.13495794639015102
118,-1.7092442075404213,0,0,1,0,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,0.4496349017013115,1,-0.44809797484530667,-0.9123386788818107,-0.8642637199487707,0.003406857792408705,1.1755259581532076
119,-1.7090517467581288,0,0,0,2,-0.54136244817262,1,0,1.375776273546805,-0.4760997237045555,-1.3454141380506914,0,0.6487229323534246,0.5213764590421294,0.22445497480778046,0.043279197300669155,0.7442024299612671
120,-1.7088592859758363,0,0,1,0,-0.54136244817262,1,0,-1.1336073044395085,1.8639655212321706,1.3471594215773128,0,0.40414880210327875,1.7548881317604743,0.20689499586009413,-0.46599932096393026,-0.5767258751265509
121,-1.7086668251935435,0,0,0,1,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,0.4496349017013115,0,0.40414880210327875,1.4513538458036042,1.1573288564036155,-0.6345505743397585,-0.8498974429814466
122,-1.708474364411251,0,2,0,1,-0.54136244817262,1,2,0.12108448455364827,-0.4760997237045555,-0.4478896181746899,1,-0.7876797480003169,0.10320954381431352,-0.7106139041565155,-0.9752778392285296,0.24099164707066975
123,-1.7082819036289585,0,2,1,2,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,-0.4478896181746899,1,0.2592856634166538,-0.8186951225759679,0.49663464849691824,1.1071457105438003,0.21403392655867345
124,-1.7080894428466658,0,2,1,2,-0.54136244817262,1,1,0.12108448455364827,-0.4760997237045555,0.4496349017013115,1,-0.14614299095954958,1.0461032831696977,0.41541974586386904,-0.6871095673279201,-0.7905904578550548
